Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,customer_name_normalizado,city_normalizado,product_name_normalizado
7345,CA-2018-168389,11/12/2018,17/12/2018,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216.0,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,darrin van huff,jacksonville,boxoffice by design rectangular and half-moon meeting room tables
7360,US-2015-115189,30/12/2015,03/01/2016,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,alex russell,philadelphia,hon 5100 series wood tables
7388,CA-2017-105732,13/09/2017,18/09/2017,Standard Class,AG-10270,Alejandro Grove,Consumer,United States,Omaha,Nebraska,68104.0,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336.44,alejandro grove,omaha,"electrix architect's clamp-on swing arm lamp, black"
7397,CA-2017-110975,25/12/2017,30/12/2017,Standard Class,DB-12970,Darren Budd,Corporate,United States,New York City,New York,10024.0,East,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,866.646,darren budd,new york city,hon 4070 series pagoda round back stacking chairs
7398,CA-2015-141649,30/09/2015,30/09/2015,Same Day,DM-12955,Dario Medina,Corporate,United States,Fairfield,Ohio,45014.0,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,795.408,dario medina,fairfield,eureka sanitaire  commercial upright
7404,CA-2016-100146,14/05/2016,19/05/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010.0,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.9575,claudia bergmann,camarillo,"bush andora bookcase, maple/graphite gray finish"
7407,CA-2016-100146,14/05/2016,19/05/2016,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Camarillo,California,93010.0,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",722.352,claudia bergmann,camarillo,"global leather and oak executive chair, black"
7417,US-2017-114013,13/03/2017,15/03/2017,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,539.91,stewart carmichael,philadelphia,polycom cx600 ip phone voip phone
7420,US-2017-114013,13/03/2017,15/03/2017,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,stewart carmichael,philadelphia,"safco commercial wire shelving, black"
7453,CA-2018-105669,17/09/2018,22/09/2018,Second Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Houston,Texas,77036.0,Central,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone,1415.76,sanjit jacobs,houston,polycom voicestation 500 conference phone
7456,CA-2017-137743,30/07/2017,04/08/2017,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1036.624,katherine hughes,chicago,tennsco 16-compartment lockers with coat rack
7457,CA-2016-137974,16/04/2016,18/04/2016,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980.0,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,569.64,lauren leatherbury,waynesboro,konftel 250 conference phone - charcoal black
7459,CA-2016-137974,16/04/2016,18/04/2016,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980.0,South,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,1196.86,lauren leatherbury,waynesboro,tenex antistatic computer chair mats
7460,CA-2016-137974,16/04/2016,18/04/2016,First Class,LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980.0,South,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,523.26,lauren leatherbury,waynesboro,o'sullivan 3-shelf heavy-duty bookcases
7461,US-2016-136987,11/04/2016,14/04/2016,Second Class,AR-10540,Andy Reiter,Consumer,United States,Los Angeles,California,90004.0,West,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,639.968,andy reiter,los angeles,canon pc-428 personal copier
7463,CA-2016-138485,27/02/2016,01/03/2016,Second Class,NP-18670,Nora Paige,Consumer,United States,Seattle,Washington,98105.0,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,538.92,nora paige,seattle,microsoft natural keyboard elite
7473,CA-2017-139997,01/07/2017,03/07/2017,First Class,EM-14140,Eugene Moren,Home Office,United States,Lehi,Utah,84043.0,West,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,1499.95,eugene moren,lehi,hewlett packard 310 color digital copier
7475,CA-2015-167199,06/01/2015,10/01/2015,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420.0,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2573.82,maria etezadi,henderson,global deluxe high-back manager's chair
7476,CA-2015-167199,06/01/2015,10/01/2015,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420.0,South,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,609.98,maria etezadi,henderson,ibico hi-tech manual binding system
7479,CA-2015-167199,06/01/2015,10/01/2015,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420.0,South,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,maria etezadi,henderson,wireless extenders zboost yx545 soho signal booster
7488,US-2016-134558,19/12/2016,24/12/2016,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820.0,East,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,peter mcvee,dover,logitech dinovo edge keyboard
7489,US-2016-134558,19/12/2016,24/12/2016,Second Class,PM-19135,Peter McVee,Home Office,United States,Dover,New Hampshire,3820.0,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1053.164,peter mcvee,dover,bretford rectangular conference table tops
7494,US-2018-160836,11/09/2018,16/09/2018,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Houston,Texas,77070.0,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,512.19,cindy chapman,houston,bevis round conference table top & single column base
7510,US-2018-161935,14/07/2018,18/07/2018,Standard Class,JL-15835,John Lee,Consumer,United States,Columbus,Ohio,43229.0,East,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1889.946,john lee,columbus,samsung galaxy s iii - 16gb - pebble blue (t-mobile)
7521,US-2018-167920,09/12/2018,12/12/2018,Second Class,JL-15835,John Lee,Consumer,United States,Richmond,Kentucky,40475.0,South,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,1399.98,john lee,richmond,canon imageclass d680 copier / fax
7526,CA-2015-125731,10/09/2015,16/09/2015,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Gresham,Oregon,97030.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,1487.04,clay ludtke,gresham,gueststacker chair with chrome finish legs
7531,US-2018-106145,26/09/2018,26/09/2018,Same Day,RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,94109.0,West,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931.176,ruben ausman,san francisco,fellowes pb300 plastic comb binding machine
7543,US-2018-112347,02/12/2018,06/12/2018,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219.0,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",508.704,bill stewart,denver,"tenex 46"" x 60"" computer anti-static chairmat, rectangular shaped"
7545,US-2018-112347,02/12/2018,06/12/2018,Standard Class,BS-11380,Bill Stewart,Corporate,United States,Denver,Colorado,80219.0,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,906.68,bill stewart,denver,hon gueststacker chair
7546,CA-2015-103492,10/10/2015,15/10/2015,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340.0,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,719.952,craig molinari,huntsville,motorola droid maxx
7547,CA-2015-103492,10/10/2015,15/10/2015,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340.0,Central,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,755.944,craig molinari,huntsville,cisco 8x8 inc. 6753i ip business phone system
7552,CA-2015-140396,20/11/2015,25/11/2015,Standard Class,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10024.0,East,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,833.94,katharine harms,new york city,toshiba ipt2010-sd ip telephone
7559,US-2015-137155,01/11/2015,05/11/2015,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Long Beach,New York,11561.0,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,533.94,daniel lacy,long beach,kensington 7 outlet masterpiece power center
7573,CA-2015-100916,21/10/2015,26/10/2015,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602.0,South,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,591.32,frank hawley,newport news,hon 2111 invitation series straight table
7579,CA-2017-138597,18/12/2017,21/12/2017,First Class,PN-18775,Parhena Norris,Home Office,United States,Omaha,Nebraska,68104.0,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,parhena norris,omaha,hon every-day series multi-task chairs
7580,CA-2016-123113,23/11/2016,27/11/2016,Second Class,AT-10735,Annie Thurman,Consumer,United States,Morristown,New Jersey,7960.0,East,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,annie thurman,morristown,"sanyo counter height refrigerator with crisper, 3.6 cubic foot, stainless steel/black"
7584,CA-2015-163223,21/03/2015,25/03/2015,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Virginia,22153.0,South,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active,3499.93,kristen hastings,springfield,samsung galaxy s4 active
7594,CA-2017-158778,05/09/2017,09/09/2017,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,887.271,dean braden,philadelphia,global comet stacking arm chair
7607,CA-2017-101791,27/05/2017,31/05/2017,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,1297.368,brian stugart,chicago,standard rollaway file with lock
7618,CA-2017-144309,10/12/2017,16/12/2017,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,13601.0,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,679.96,chris mcafee,watertown,fellowes pb200 plastic comb binding machine
7621,US-2015-144078,25/11/2015,29/11/2015,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Los Angeles,California,90004.0,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,539.92,richard bierner,los angeles,logitech mobile speakerphone p710e - speaker phone
7622,US-2015-144078,25/11/2015,29/11/2015,Standard Class,RB-19435,Richard Bierner,Consumer,United States,Los Angeles,California,90004.0,West,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,725.344,richard bierner,los angeles,hon gueststacker chair
7625,CA-2016-136805,23/05/2016,27/05/2016,Second Class,NM-18445,Nathan Mautz,Home Office,United States,Detroit,Michigan,48234.0,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,850.5,nathan mautz,detroit,harmony air purifier
7633,US-2018-158526,29/12/2018,01/01/2019,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214.0,South,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,1207.84,katherine hughes,louisville,dmi arturo collection mission-style design wood chair
7642,US-2017-157490,06/10/2017,07/10/2017,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001.0,West,TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,laurel beltran,pueblo,zebra gk420t direct thermal/thermal transfer printer
7646,CA-2016-161452,05/04/2016,11/04/2016,Standard Class,CA-11965,Carol Adams,Corporate,United States,Los Angeles,California,90036.0,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,carol adams,los angeles,gueststacker chair with chrome finish legs
7647,US-2015-115196,09/09/2015,13/09/2015,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Greenville,North Carolina,27834.0,South,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1299.99,daniel lacy,greenville,"3d systems cube printer, 2nd generation, white"
7649,CA-2017-138968,15/03/2017,16/03/2017,First Class,FC-14335,Fred Chung,Corporate,United States,San Francisco,California,94110.0,West,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1352.032,fred chung,san francisco,global comet stacking arm chair
7650,CA-2016-101889,27/12/2016,31/12/2016,Standard Class,DB-13120,David Bremer,Corporate,United States,Marion,Ohio,43302.0,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,david bremer,marion,"riverside furniture oval coffee table, oval end table, end table with drawer"
7667,US-2017-140158,04/10/2017,08/10/2017,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,2908.0,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,daniel raglin,providence,hewlett packard laserjet 3310 copier
7680,CA-2015-133592,31/12/2015,07/01/2016,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908.0,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1687.8,katherine murray,providence,plantronics savi w720 multi-device wireless headset system
7682,CA-2015-133592,31/12/2015,07/01/2016,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Providence,Rhode Island,2908.0,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",605.88,katherine murray,providence,"global fabric manager's chair, dark gray"
7684,CA-2016-120782,28/04/2016,01/05/2016,First Class,SD-20485,Shirley Daniels,Home Office,United States,Midland,Michigan,48640.0,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3812.97,shirley daniels,midland,fellowes pb500 electric punch plastic comb binding machine with manual bind
7686,CA-2016-116876,14/02/2016,21/02/2016,Standard Class,TT-21070,Ted Trevino,Consumer,United States,Rochester,New York,14609.0,East,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,625.99,ted trevino,rochester,samsung galaxy s4
7687,CA-2017-169838,25/11/2017,29/11/2017,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Jackson,Michigan,49201.0,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1568.61,brenda bowman,jackson,chromcraft round conference tables
7691,US-2018-128951,15/07/2018,17/07/2018,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Suffolk,Virginia,23434.0,South,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,872.94,ricardo sperren,suffolk,hon 5100 series wood tables
7698,CA-2018-151799,14/12/2018,18/12/2018,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,1841.0,East,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1199.98,ben ferrer,lawrence,canon pc1080f personal copier
7702,CA-2018-151799,14/12/2018,18/12/2018,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Lawrence,Massachusetts,1841.0,East,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,526.582,ben ferrer,lawrence,bretford rectangular conference table tops
7745,CA-2017-133613,17/06/2017,22/06/2017,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,6708.0,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,566.97,christine phan,waterbury,wireless extenders zboost yx545 soho signal booster
7766,US-2018-118941,12/08/2018,12/08/2018,Same Day,BB-11545,Brenda Bowman,Corporate,United States,Columbia,Maryland,21044.0,East,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1779.9,brenda bowman,columbia,hon 4700 series mobuis mid-back task chairs with adjustable arms
7770,CA-2017-155978,01/08/2017,01/08/2017,Same Day,TS-21205,Thomas Seio,Corporate,United States,Riverside,California,92503.0,West,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,1039.728,thomas seio,riverside,apple iphone 5
7773,CA-2017-108196,25/11/2017,02/12/2017,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130.0,East,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4499.985,cindy stewart,lancaster,cubify cubex 3d printer double head print
7784,CA-2017-162236,04/11/2017,06/11/2017,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205.0,South,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,876.3,elpida rittenbach,charlotte,bpi conference tables
7804,CA-2016-102260,22/09/2016,26/09/2016,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Franklin,Tennessee,37064.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,720.064,sanjit jacobs,franklin,tennsco double-tier lockers
7813,CA-2017-134334,14/02/2017,15/02/2017,First Class,DK-13090,Dave Kipp,Consumer,United States,Clinton,Maryland,20735.0,East,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,550.431,dave kipp,clinton,bevis boat-shaped conference table
7815,US-2018-109316,08/06/2018,10/06/2018,First Class,MG-17680,Maureen Gastineau,Home Office,United States,Los Angeles,California,90049.0,West,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",1497.666,maureen gastineau,los angeles,"riverside palais royal lawyers bookcase, royale cherry finish"
7819,CA-2017-138478,21/10/2017,26/10/2017,Second Class,DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031.0,West,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,4535.976,dennis pardue,north las vegas,ibico epk-21 electric binding system
7821,CA-2018-152436,08/12/2018,10/12/2018,Second Class,CW-11905,Carl Weiss,Home Office,United States,Cranston,Rhode Island,2920.0,East,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",592.74,carl weiss,cranston,"recycled data-pak for archival bound computer printouts, 12-1/2 x 12-1/2 x 16"
7827,CA-2018-117114,31/10/2018,05/11/2018,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,508.768,craig yedwab,chicago,clearone communications chat 70 oc speaker phone
7841,US-2015-137869,28/03/2015,02/04/2015,Standard Class,CV-12295,Christina VanderZanden,Consumer,United States,Des Moines,Iowa,50315.0,Central,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,1184.72,christina vanderzanden,des moines,hon 94000 series round tables
7847,CA-2016-125976,27/09/2016,02/10/2016,Standard Class,JK-15205,Jamie Kunitz,Consumer,United States,Arlington,Virginia,22204.0,South,TEC-PH-10002496,Technology,Phones,Cisco SPA301,1871.88,jamie kunitz,arlington,cisco spa301
7873,CA-2017-101672,03/10/2017,07/10/2017,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,92630.0,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,daniel byrd,lake forest,global deluxe high-back manager's chair
7899,CA-2018-128363,13/08/2018,18/08/2018,Standard Class,DC-12850,Dan Campbell,Consumer,United States,Memphis,Tennessee,38109.0,South,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1614.582,dan campbell,memphis,gbc docubind tl300 electric binding system
7908,CA-2017-112585,30/07/2017,02/08/2017,First Class,RW-19630,Rob Williams,Corporate,United States,San Francisco,California,94122.0,West,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,715.64,rob williams,san francisco,hoover shoulder vac commercial portable vacuum
7915,CA-2018-165323,17/06/2018,21/06/2018,Standard Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024.0,East,TEC-MA-10003673,Technology,Machines,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,steven roelle,new york city,hewlett-packard desktjet 6988dt refurbished printer
7928,CA-2018-120404,20/11/2018,24/11/2018,Second Class,KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10035.0,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,569.99,katharine harms,new york city,apple iphone 5s
7938,CA-2018-166093,17/08/2018,24/08/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.0,West,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29,rick wilson,brentwood,sanyo 2.5 cubic foot mid-size office refrigerators
7939,CA-2018-166093,17/08/2018,24/08/2018,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,94513.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,rick wilson,brentwood,standard rollaway file with lock
7953,CA-2016-145814,19/11/2016,24/11/2016,Standard Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,861.76,katherine ducich,new york city,aastra 6757i ct wireless voip phone
7971,US-2016-126753,16/08/2016,20/08/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,519.792,sung pak,philadelphia,cisco ip phone 7961g-ge voip phone
7978,CA-2015-166051,31/05/2015,05/06/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Jackson,Mississippi,39212.0,South,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,659.97,jim karlsson,jackson,samsung galaxy note 3
7998,US-2018-105998,03/11/2018,05/11/2018,First Class,CR-12580,Clay Rozendal,Home Office,United States,San Diego,California,92037.0,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1673.184,clay rozendal,san diego,chromcraft round conference tables
8008,CA-2016-110863,17/11/2016,24/11/2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,anna andreadi,oklahoma city,"tennsco stur-d-stor boltless shelving, 5 shelves, 24"" deep, sand"
8010,CA-2016-110863,17/11/2016,24/11/2016,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Oklahoma City,Oklahoma,73120.0,Central,FUR-CH-10002073,Furniture,Chairs,Hon Olson Stacker Chairs,1323.9,anna andreadi,oklahoma city,hon olson stacker chairs
8013,CA-2018-120168,25/05/2018,25/05/2018,Same Day,TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,663.92,trudy brown,new york city,gbc docubind p100 manual binding machine
8024,CA-2015-129189,21/07/2015,25/07/2015,Standard Class,HM-14860,Harry Marie,Corporate,United States,Dallas,Texas,75217.0,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,657.93,harry marie,dallas,hon every-day series multi-task chairs
8029,CA-2016-132465,11/09/2016,15/09/2016,Second Class,DM-13525,Don Miller,Corporate,United States,New York City,New York,10035.0,East,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,772.68,don miller,new york city,fellowes staxonsteel drawer files
8041,CA-2018-121489,21/08/2018,25/08/2018,Second Class,CM-11815,Candace McMahon,Corporate,United States,Seattle,Washington,98115.0,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,candace mcmahon,seattle,fellowes stor/drawer steel plus storage drawers
8049,CA-2017-168543,03/07/2017,07/07/2017,Standard Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10035.0,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,dean katz,new york city,avanti 1.7 cu. ft. refrigerator
8055,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049.0,West,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",892.35,cassandra brandow,los angeles,"hot file 7-pocket, floor stand"
8057,CA-2016-121188,28/08/2016,04/09/2016,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049.0,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,728.82,cassandra brandow,los angeles,carina double wide media storage towers in natural & black
8085,CA-2016-150714,26/10/2016,01/11/2016,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477.0,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,718.64,kristen hastings,springfield,fellowes officeware wire shelving
8101,CA-2017-169663,10/03/2017,13/03/2017,First Class,RH-19510,Rick Huthwaite,Home Office,United States,Los Angeles,California,90045.0,West,TEC-MA-10000984,Technology,Machines,Okidata MB760 Printer,3357.6,rick huthwaite,los angeles,okidata mb760 printer
8103,CA-2016-149846,22/05/2016,26/05/2016,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,sarah brown,los angeles,zebra gx420t direct thermal/thermal transfer printer
8105,CA-2016-149846,22/05/2016,26/05/2016,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045.0,West,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,775.728,sarah brown,los angeles,aastra 57i voip phone
